vehicle_id,engine_temp,vibration_level,brake_temp,speed,acceleration,harsh_braking_count,mileage,aggressiveness_score,failure_probability_gt,failure_label,anomaly_score,is_anomaly,driving_pattern_cluster
VH_001,103.90641660538148,3.81161945139264,151.33868595495528,83.36869921786973,0.3866834820644526,0,16265,0.3091961642353418,0.6049603522156944,1,-0.02101569746537102,-1,2
VH_001,104.50687028370577,3.3386945710013496,157.2180763977795,78.5614820875514,0.2344040774991451,0,16269,0.3091961642353418,0.5970455109957978,1,-0.03339633480743487,-1,2
VH_001,85.08255536463251,2.8374966380673,129.96929339615312,65.69690245996067,0.1076162311328847,1,16269,0.3091961642353418,0.505003555809876,0,0.087805663978067,1,1
VH_001,86.83654921946608,1.981257417853008,121.56826256031977,68.52917649948307,1.3805131448982868,0,16277,0.3091961642353418,0.4632163618894793,0,0.06347785268260037,1,1
VH_001,88.35812402927161,2.811225125228089,114.36786126662562,51.48088536102695,1.0052425368875246,0,16281,0.3091961642353418,0.4860755069918461,0,0.08514844180543518,1,1
VH_001,85.33100411840432,1.8545377967620011,135.13491492931067,62.57899971369099,0.3617296257721006,0,16270,0.3091961642353418,0.47630511281695,0,0.07185630782952984,1,1
VH_001,84.77588276383233,2.703191225184992,138.84887965095834,89.19950035082323,0.1987835668593644,2,16289,0.3091961642353418,0.5127753612076635,0,0.04891115884493924,1,2
VH_001,86.2467212616513,3.0460972238216018,112.99010536652648,89.48037949668796,1.4816505627583656,0,16286,0.3091961642353418,0.4892975722262536,0,0.05114464312251754,1,2
VH_001,83.33225125899423,2.4281992116373705,138.15244778607638,87.16423052251938,1.3661094549124204,1,16289,0.3091961642353418,0.4990124603942414,0,0.07003725492902341,1,2
VH_001,88.83629577302943,2.398307166344732,114.89019331826722,77.48763473573918,0.5616817027974866,1,16301,0.3091961642353418,0.4721715345174457,0,0.0999359453398646,1,2
VH_001,86.6048832137061,2.6013657382533437,144.2116139179051,67.45624528997554,0.2141455270240899,4,16305,0.3091961642353418,0.5200493409312699,0,0.029149911509786852,1,1
VH_001,85.47654259071801,2.843577225648525,123.96057613896296,63.6196546028827,0.4385032558246899,0,16287,0.3091961642353418,0.4968751473351959,0,0.10551479754243331,1,1
VH_001,86.45705003428594,2.3113904199955404,141.7616888226816,70.85100850169596,-0.7091956953110513,0,16301,0.3091961642353418,0.5052539902214002,0,0.03532650003616922,1,1
VH_001,113.44237378142564,5.020620409370915,141.70428143604025,67.98345838281087,0.3334781542714819,1,16291,0.3091961642353418,0.6517395433215808,1,-0.05527785394383333,-1,1
VH_001,79.80848590385999,2.447915159468958,127.19964790029924,112.17893025135956,0.5222118460801224,0,16321,0.3091961642353418,0.4774496663507032,0,0.02776550883113038,1,2
VH_001,88.68976013439061,3.2445346152188304,103.197950757768,63.79089410085298,0.7027220220673309,0,16280,0.3091961642353418,0.4861224739450775,0,0.06713194876625656,1,1
VH_001,104.7134514935206,5.728844606849156,169.8585271555829,96.1151848664588,0.178071919205799,1,16297,0.3091961642353418,0.7059811154931538,1,-0.10411672204723832,-1,2
VH_001,87.79115055939444,2.745772021578529,115.05922437323044,67.18789706139492,1.166656756718125,0,16282,0.3091961642353418,0.4837131044817663,0,0.08929722861101647,1,1
VH_001,108.74967932448982,6.009333174233248,148.24371494511402,70.39937582099512,1.0251509371555183,2,16301,0.3091961642353418,0.6908042648393026,1,-0.07289328836513764,-1,1
VH_001,82.56011349932034,2.399742552480496,128.64436106588957,89.70245729900678,0.0859767520391807,2,16284,0.3091961642353418,0.4823963093294552,0,0.05717314595790024,1,2
VH_001,84.7634718787422,2.551422188513046,129.9937550605911,64.51502729368474,1.551279584043062,1,16285,0.3091961642353418,0.4937806506384312,0,0.08922722361560792,1,1
VH_001,89.37890244870331,2.456577931788233,121.87700570581607,68.29239566105397,0.0621436513059596,2,16349,0.3091961642353418,0.4857412512623568,0,0.07270143670764095,1,1
VH_001,86.50201830104467,2.1570262439056487,115.80271222550064,62.99314428959868,0.5798414737636316,3,16353,0.3091961642353418,0.4606018158335223,0,0.0808239560403779,1,1
VH_001,112.95505742961645,5.706426096503362,169.50625260299384,75.15985864397688,-0.1670136632931239,2,16357,0.3091961642353418,0.7183480194197959,1,-0.13365194486419807,-1,2
VH_001,86.98704120952952,2.7546570368277403,121.04733859287089,86.88604548763438,1.1411779126438422,0,16361,0.3091961642353418,0.4916882816332975,0,0.07813134663316779,1,2
VH_001,86.11500391463463,1.921959310470179,107.01654992968513,58.01449897170526,1.3131937425439792,0,16315,0.3091961642353418,0.4379625384086188,0,0.06809165553762647,1,1
VH_001,88.91472020644929,2.6828345201959385,139.47350029911024,91.0373293446038,-0.0704423555078618,4,16291,0.3091961642353418,0.5198469781471635,0,-0.006588580954470236,-1,2
VH_001,83.73227060539567,1.9852144610668767,132.4168332313073,72.75065434577682,0.2748047408044285,0,16346,0.3091961642353418,0.4744638093263633,0,0.0734543756264473,1,2
