vehicle_id,engine_temp,vibration_level,brake_temp,speed,acceleration,harsh_braking_count,mileage,aggressiveness_score,failure_probability_gt,failure_label
VH_001,103.90641660538148,3.81161945139264,151.33868595495528,83.36869921786973,0.3866834820644526,0,16265,0.30919616423534185,0.6049603522156944,1
VH_001,104.50687028370577,3.3386945710013496,157.2180763977795,78.5614820875514,0.2344040774991451,0,16269,0.30919616423534185,0.5970455109957978,1
VH_001,85.08255536463251,2.8374966380673,129.96929339615312,65.69690245996067,0.10761623113288477,1,16269,0.30919616423534185,0.505003555809876,0
VH_001,86.83654921946608,1.9812574178530078,121.56826256031975,68.52917649948307,1.3805131448982868,0,16277,0.30919616423534185,0.4632163618894793,0
VH_001,88.35812402927161,2.811225125228089,114.36786126662562,51.48088536102695,1.0052425368875246,0,16281,0.30919616423534185,0.48607550699184615,0
VH_001,85.33100411840432,1.8545377967620014,135.13491492931067,62.57899971369099,0.3617296257721006,0,16270,0.30919616423534185,0.47630511281695,0
VH_001,84.77588276383233,2.703191225184992,138.84887965095834,89.19950035082323,0.19878356685936444,2,16289,0.30919616423534185,0.5127753612076635,0
VH_001,86.2467212616513,3.0460972238216018,112.99010536652648,89.48037949668796,1.4816505627583656,0,16286,0.30919616423534185,0.48929757222625364,0
VH_001,83.33225125899423,2.4281992116373705,138.15244778607638,87.16423052251938,1.3661094549124204,1,16289,0.30919616423534185,0.4990124603942414,0
VH_001,88.83629577302943,2.3983071663447317,114.89019331826722,77.48763473573918,0.5616817027974866,1,16301,0.30919616423534185,0.4721715345174457,0
VH_001,86.6048832137061,2.6013657382533433,144.2116139179051,67.45624528997554,0.2141455270240899,4,16305,0.30919616423534185,0.5200493409312699,0
VH_001,85.47654259071801,2.8435772256485254,123.96057613896295,63.6196546028827,0.43850325582468996,0,16287,0.30919616423534185,0.4968751473351959,0
VH_001,86.45705003428594,2.3113904199955404,141.7616888226816,70.85100850169596,-0.7091956953110513,0,16301,0.30919616423534185,0.5052539902214002,0
VH_001,113.44237378142563,5.020620409370915,141.70428143604025,67.98345838281087,0.3334781542714819,1,16291,0.30919616423534185,0.6517395433215808,1
